event,user_id,timestamp,time_taken_in_ms,auto_completed,auto_completion_count,wpm,numBksp
key_press,1,2021-05-17 20:29:41.780299,116,False,3,,0
key_press,1,2021-05-17 20:29:41.952458,169,False,3,,0
key_press,1,2021-05-17 20:29:43.127302,1172,False,3,,0
sentence,1,2021-05-17 20:29:43.368295,8049,True,4,52.1803950801342,0
key_press,1,2021-05-17 20:29:44.179446,808,False,0,,0
key_press,1,2021-05-17 20:29:44.345453,163,False,0,,0
key_press,1,2021-05-17 20:29:44.488392,140,False,0,,0
key_press,1,2021-05-17 20:29:44.557429,66,False,0,,0
word,1,2021-05-17 20:29:44.560430,1189,False,0,,0
key_press,1,2021-05-17 20:29:44.691376,131,False,0,,0
key_press,1,2021-05-17 20:29:44.764599,70,False,0,,0
key_press,1,2021-05-17 20:29:44.879465,112,False,0,,0
key_press,1,2021-05-17 20:29:45.082344,200,False,0,,0
key_press,1,2021-05-17 20:29:45.153955,68,False,0,,0
key_press,1,2021-05-17 20:29:45.217970,62,False,0,,0
word,1,2021-05-17 20:29:45.219970,657,False,0,,0
key_press,1,2021-05-17 20:29:45.379332,160,False,0,,0
key_press,1,2021-05-17 20:29:45.420342,38,False,0,,0
key_press,1,2021-05-17 20:29:45.540394,117,False,0,,0
key_press,1,2021-05-17 20:29:45.614376,71,False,0,,0
key_press,1,2021-05-17 20:29:45.647444,30,False,0,,0
word,1,2021-05-17 20:29:45.650207,428,False,0,,0
key_press,1,2021-05-17 20:29:45.806299,156,False,0,,0
key_press,1,2021-05-17 20:29:45.880307,71,False,0,,0
key_press,1,2021-05-17 20:29:46.060298,177,False,0,,0
key_press,1,2021-05-17 20:29:46.155383,91,False,0,,0
key_press,1,2021-05-17 20:29:46.285441,127,False,0,,0
word,1,2021-05-17 20:29:46.288441,635,False,0,,0
key_press,1,2021-05-17 20:29:46.420292,132,False,0,,0
key_press,1,2021-05-17 20:29:46.534457,111,False,0,,0
key_press,1,2021-05-17 20:29:46.830321,293,False,0,,0
key_press,1,2021-05-17 20:29:47.075375,242,False,0,,0
key_press,1,2021-05-17 20:29:47.206453,128,False,0,,0
key_press,1,2021-05-17 20:29:47.401376,192,False,1,,0
word,1,2021-05-17 20:29:47.404377,1114,True,1,,0
key_press,1,2021-05-17 20:29:47.625444,221,False,1,,0
key_press,1,2021-05-17 20:29:47.753376,125,False,1,,0
key_press,1,2021-05-17 20:29:47.872374,116,False,1,,0
key_press,1,2021-05-17 20:29:48.005372,130,False,1,,0
key_press,1,2021-05-17 20:29:48.190305,182,False,1,,0
key_press,1,2021-05-17 20:29:48.240658,46,False,1,,0
key_press,1,2021-05-17 20:29:48.349385,105,False,1,,0
word,1,2021-05-17 20:29:48.352386,946,True,1,,0
key_press,1,2021-05-17 20:29:48.474300,122,False,1,,0
key_press,1,2021-05-17 20:29:48.596459,119,False,1,,0
key_press,1,2021-05-17 20:29:48.687380,88,False,1,,0
key_press,1,2021-05-17 20:29:48.824429,134,False,1,,0
key_press,1,2021-05-17 20:29:48.979307,152,False,1,,0
key_press,1,2021-05-17 20:29:49.114164,132,False,2,,0
word,1,2021-05-17 20:29:49.117164,763,True,2,,0
key_press,1,2021-05-17 20:29:49.295406,178,False,2,,0
key_press,1,2021-05-17 20:29:49.380294,82,False,2,,0
key_press,1,2021-05-17 20:29:49.556374,173,False,2,,0
key_press,1,2021-05-17 20:29:49.640374,81,False,2,,0
key_press,1,2021-05-17 20:29:49.928580,285,False,2,,0
key_press,1,2021-05-17 20:29:50.040582,109,False,2,,0
word,1,2021-05-17 20:29:50.043583,924,True,2,,0
key_press,1,2021-05-17 20:29:50.129292,86,False,2,,0
key_press,1,2021-05-17 20:29:50.284428,152,False,2,,0
key_press,1,2021-05-17 20:29:50.351380,64,False,2,,0
word,1,2021-05-17 20:29:50.354381,309,True,2,,0
key_press,1,2021-05-17 20:29:50.482756,128,False,2,,0
key_press,1,2021-05-17 20:29:50.587448,102,False,2,,0
key_press,1,2021-05-17 20:29:51.222747,632,False,2,,0
key_press,1,2021-05-17 20:29:51.363391,138,False,2,,0
key_press,1,2021-05-17 20:29:51.638337,272,False,2,,0
key_press,1,2021-05-17 20:29:51.762379,122,False,3,,0
word,1,2021-05-17 20:29:51.765379,1409,True,3,,0
key_press,1,2021-05-17 20:29:52.058764,293,False,3,,0
key_press,1,2021-05-17 20:29:52.165056,104,False,3,,0
key_press,1,2021-05-17 20:29:52.276147,109,False,3,,0
key_press,1,2021-05-17 20:29:52.347375,68,False,3,,0
word,1,2021-05-17 20:29:52.350376,583,True,3,,0
key_press,1,2021-05-17 20:29:52.503485,153,False,3,,0
key_press,1,2021-05-17 20:29:52.699375,193,False,3,,0
key_press,1,2021-05-17 20:29:52.781305,79,False,3,,0
key_press,1,2021-05-17 20:29:52.935382,151,False,3,,0
word,1,2021-05-17 20:29:52.939384,586,True,3,,0
key_press,1,2021-05-17 20:29:53.069378,130,False,3,,0
key_press,1,2021-05-17 20:29:53.215500,143,False,3,,0
key_press,1,2021-05-17 20:29:53.313294,95,False,3,,0
key_press,1,2021-05-17 20:29:53.566128,250,False,3,,0
key_press,1,2021-05-17 20:29:53.741428,171,False,3,,0
key_press,1,2021-05-17 20:29:54.081440,337,False,4,,0
word,1,2021-05-17 20:29:54.084441,1143,True,4,,0
key_press,1,2021-05-17 20:29:54.219821,135,False,4,,0
key_press,1,2021-05-17 20:29:54.374369,152,False,4,,0
key_press,1,2021-05-17 20:29:54.499351,122,False,4,,0
key_press,1,2021-05-17 20:29:54.632364,130,False,4,,0
key_press,1,2021-05-17 20:29:54.758428,123,False,4,,0
key_press,1,2021-05-17 20:29:54.961303,200,False,4,,0
key_press,1,2021-05-17 20:29:54.987640,22,False,4,,0
word,1,2021-05-17 20:29:54.990641,903,True,4,,0
key_press,1,2021-05-17 20:29:55.136578,146,False,4,,0
key_press,1,2021-05-17 20:29:55.263449,124,False,4,,0
key_press,1,2021-05-17 20:29:55.320397,54,False,4,,0
word,1,2021-05-17 20:29:55.323398,331,True,4,,0
key_press,1,2021-05-17 20:29:55.462378,139,False,4,,0
key_press,1,2021-05-17 20:29:55.492387,27,False,4,,0
key_press,1,2021-05-17 20:29:55.640313,145,False,4,,0
key_press,1,2021-05-17 20:29:56.000395,357,False,4,,0
sentence,1,2021-05-17 20:29:56.392428,13021,True,5,69.1191152753245,0
key_press,1,2021-05-17 20:29:57.247443,852,False,0,,0
key_press,1,2021-05-17 20:29:57.443647,193,False,0,,0
key_press,1,2021-05-17 20:29:57.645339,199,False,0,,0
key_press,1,2021-05-17 20:29:57.754442,106,False,0,,0
key_press,1,2021-05-17 20:29:57.835472,78,False,0,,0
word,1,2021-05-17 20:29:57.838472,1443,False,0,,0
key_press,1,2021-05-17 20:29:57.938446,100,False,0,,0
key_press,1,2021-05-17 20:29:58.052376,111,False,0,,0
key_press,1,2021-05-17 20:29:58.223450,168,False,0,,0
key_press,1,2021-05-17 20:29:58.293375,67,False,0,,0
key_press,1,2021-05-17 20:29:58.515442,219,False,0,,0
key_press,1,2021-05-17 20:29:58.605443,87,False,0,,0
word,1,2021-05-17 20:29:58.608445,767,False,0,,0
key_press,1,2021-05-17 20:29:58.734371,126,False,0,,0
key_press,1,2021-05-17 20:29:59.106425,369,False,0,,1
key_press,1,2021-05-17 20:29:59.109426,0,False,0,,1
word,1,2021-05-17 20:29:59.112426,502,False,0,,1
key_press,1,2021-05-17 20:29:59.277375,165,False,0,,1
key_press,1,2021-05-17 20:29:59.551377,271,False,0,,1
key_press,1,2021-05-17 20:29:59.740365,186,False,0,,1
word,1,2021-05-17 20:29:59.743366,628,False,0,,1
key_press,1,2021-05-17 20:29:59.944428,201,False,0,,1
key_press,1,2021-05-17 20:30:00.115422,168,False,0,,1
key_press,1,2021-05-17 20:30:00.949347,831,False,0,,1
key_press,1,2021-05-17 20:30:01.463386,511,False,0,,1
key_press,1,2021-05-17 20:30:01.630441,164,False,1,,1
word,1,2021-05-17 20:30:01.633442,1887,True,1,,1
key_press,1,2021-05-17 20:30:01.749452,116,False,1,,1
key_press,1,2021-05-17 20:30:01.858395,106,False,1,,1
key_press,1,2021-05-17 20:30:01.966633,105,False,1,,1
key_press,1,2021-05-17 20:30:02.059309,91,False,1,,1
word,1,2021-05-17 20:30:02.062310,427,True,1,,1
key_press,1,2021-05-17 20:30:02.168423,106,False,1,,1
key_press,1,2021-05-17 20:30:02.256062,85,False,1,,1
key_press,1,2021-05-17 20:30:02.371957,113,False,1,,1
key_press,1,2021-05-17 20:30:02.579956,206,False,1,,1
key_press,1,2021-05-17 20:30:02.787297,206,False,1,,1
word,1,2021-05-17 20:30:02.790297,725,True,1,,1
key_press,1,2021-05-17 20:30:02.952267,162,False,1,,1
key_press,1,2021-05-17 20:30:03.084428,129,False,1,,1
key_press,1,2021-05-17 20:30:03.166467,79,False,1,,1
word,1,2021-05-17 20:30:03.169469,376,True,1,,1
key_press,1,2021-05-17 20:30:03.283344,114,False,1,,1
key_press,1,2021-05-17 20:30:03.369291,83,False,1,,1
key_press,1,2021-05-17 20:30:03.547306,175,False,1,,1
key_press,1,2021-05-17 20:30:03.966389,416,False,1,,1
key_press,1,2021-05-17 20:30:04.202329,233,False,2,,1
word,1,2021-05-17 20:30:04.205330,1034,True,2,,1
key_press,1,2021-05-17 20:30:04.373378,168,False,2,,1
key_press,1,2021-05-17 20:30:04.494297,118,False,2,,1
key_press,1,2021-05-17 20:30:04.634440,137,False,2,,1
key_press,1,2021-05-17 20:30:04.711296,74,False,2,,1
key_press,1,2021-05-17 20:30:04.852375,138,False,2,,1
key_press,1,2021-05-17 20:30:05.311376,456,False,2,,1
key_press,1,2021-05-17 20:30:05.575457,262,False,3,,1
word,1,2021-05-17 20:30:05.578458,1370,True,3,,1
key_press,1,2021-05-17 20:30:05.821442,243,False,3,,1
key_press,1,2021-05-17 20:30:05.990448,166,False,3,,1
key_press,1,2021-05-17 20:30:06.151441,158,False,3,,1
key_press,1,2021-05-17 20:30:06.307374,153,False,3,,1
key_press,1,2021-05-17 20:30:06.376266,66,False,3,,1
key_press,1,2021-05-17 20:30:06.476270,97,False,3,,1
key_press,1,2021-05-17 20:30:06.705354,226,False,3,,1
key_press,1,2021-05-17 20:30:06.920441,212,False,3,,1
key_press,1,2021-05-17 20:30:07.070304,147,False,3,,1
key_press,1,2021-05-17 20:30:07.607377,535,False,4,,1
word,1,2021-05-17 20:30:07.610377,2029,True,4,,1
key_press,1,2021-05-17 20:30:07.808375,198,False,4,,1
key_press,1,2021-05-17 20:30:07.881445,70,False,4,,1
key_press,1,2021-05-17 20:30:08.092432,208,False,4,,1
key_press,1,2021-05-17 20:30:08.658566,563,False,4,,1
key_press,1,2021-05-17 20:30:08.957462,296,False,5,,1
word,1,2021-05-17 20:30:08.960463,1347,True,5,,1
key_press,1,2021-05-17 20:30:09.115440,155,False,5,,1
key_press,1,2021-05-17 20:30:09.241296,123,False,5,,1
key_press,1,2021-05-17 20:30:09.389446,145,False,5,,1
key_press,1,2021-05-17 20:30:09.452302,61,False,5,,1
word,1,2021-05-17 20:30:09.456303,493,True,5,,1
key_press,1,2021-05-17 20:30:09.588298,132,False,5,,1
key_press,1,2021-05-17 20:30:09.661558,70,False,5,,1
key_press,1,2021-05-17 20:30:09.846378,182,False,5,,1
key_press,1,2021-05-17 20:30:09.991280,142,False,5,,1
key_press,1,2021-05-17 20:30:10.194365,200,False,5,,1
key_press,1,2021-05-17 20:30:10.459481,263,False,6,,1
word,1,2021-05-17 20:30:10.462482,1003,True,6,,1
key_press,1,2021-05-17 20:30:10.597385,135,False,6,,1
key_press,1,2021-05-17 20:30:10.726374,126,False,6,,1
key_press,1,2021-05-17 20:30:10.822427,93,False,6,,1
key_press,1,2021-05-17 20:30:10.999307,174,False,6,,1
key_press,1,2021-05-17 20:30:11.040316,38,False,6,,1
key_press,1,2021-05-17 20:30:11.357309,314,False,6,,1
sentence,1,2021-05-17 20:30:11.788356,15393,True,7,54.5702592087312,1
key_press,1,2021-05-17 20:30:12.653348,862,False,0,,1
key_press,1,2021-05-17 20:30:12.927663,270,False,0,,1
key_press,1,2021-05-17 20:30:13.013224,83,False,0,,1
word,1,2021-05-17 20:30:13.016225,1225,False,0,,1
key_press,1,2021-05-17 20:30:13.124454,108,False,0,,1
key_press,1,2021-05-17 20:30:13.205389,78,False,0,,1
key_press,1,2021-05-17 20:30:13.307377,99,False,0,,1
key_press,1,2021-05-17 20:30:13.523468,213,False,0,,1
key_press,1,2021-05-17 20:30:13.601441,75,False,0,,1
key_press,1,2021-05-17 20:30:13.677304,73,False,0,,1
word,1,2021-05-17 20:30:13.680306,661,False,0,,1
key_press,1,2021-05-17 20:30:13.794445,114,False,0,,1
key_press,1,2021-05-17 20:30:13.952442,154,False,0,,1
key_press,1,2021-05-17 20:30:14.131365,176,False,0,,1
key_press,1,2021-05-17 20:30:14.220375,86,False,0,,1
key_press,1,2021-05-17 20:30:14.342389,119,False,0,,1
key_press,1,2021-05-17 20:30:14.785430,440,False,0,,1
key_press,1,2021-05-17 20:30:15.387382,600,False,1,,1
word,1,2021-05-17 20:30:15.390383,1707,True,1,,1
key_press,1,2021-05-17 20:30:15.568359,178,False,1,,1
key_press,1,2021-05-17 20:30:15.701173,130,False,1,,1
key_press,1,2021-05-17 20:30:15.794388,90,False,1,,1
key_press,1,2021-05-17 20:30:15.883448,86,False,1,,1
key_press,1,2021-05-17 20:30:16.932376,1046,False,1,,1
key_press,1,2021-05-17 20:30:17.310352,375,False,2,,1
word,1,2021-05-17 20:30:17.313353,1920,True,2,,1
key_press,1,2021-05-17 20:30:17.525302,212,False,2,,1
key_press,1,2021-05-17 20:30:17.651446,123,False,2,,1
key_press,1,2021-05-17 20:30:17.788385,134,False,2,,1
key_press,1,2021-05-17 20:30:17.941448,150,False,2,,1
word,1,2021-05-17 20:30:17.944449,628,True,2,,1
key_press,1,2021-05-17 20:30:18.067447,123,False,2,,1
key_press,1,2021-05-17 20:30:18.178442,108,False,2,,1
key_press,1,2021-05-17 20:30:18.325441,144,False,2,,1
key_press,1,2021-05-17 20:30:18.512389,184,False,2,,1
key_press,1,2021-05-17 20:30:18.846363,331,False,2,,1
key_press,1,2021-05-17 20:30:19.191300,342,False,3,,1
word,1,2021-05-17 20:30:19.194300,1247,True,3,,1
key_press,1,2021-05-17 20:30:19.356452,162,False,3,,1
key_press,1,2021-05-17 20:30:19.567374,208,False,3,,1
key_press,1,2021-05-17 20:30:19.697409,127,False,3,,1
word,1,2021-05-17 20:30:19.700410,503,True,3,,1
key_press,1,2021-05-17 20:30:19.785373,85,False,3,,1
key_press,1,2021-05-17 20:30:19.965374,177,False,3,,1
key_press,1,2021-05-17 20:30:20.061304,93,False,3,,1
key_press,1,2021-05-17 20:30:20.189379,125,False,3,,1
word,1,2021-05-17 20:30:20.192380,489,True,3,,1
key_press,1,2021-05-17 20:30:20.332427,140,False,3,,1
key_press,1,2021-05-17 20:30:20.386445,51,False,3,,1
key_press,1,2021-05-17 20:30:20.609295,220,False,3,,1
key_press,1,2021-05-17 20:30:20.798427,186,False,3,,1
key_press,1,2021-05-17 20:30:20.997440,195,False,3,,1
key_press,1,2021-05-17 20:30:21.069292,69,False,3,,1
key_press,1,2021-05-17 20:30:21.151655,79,False,3,,1
word,1,2021-05-17 20:30:21.154658,959,True,3,,1
key_press,1,2021-05-17 20:30:21.302297,148,False,3,,1
key_press,1,2021-05-17 20:30:21.371407,66,False,3,,1
key_press,1,2021-05-17 20:30:21.635308,261,False,3,,1
key_press,1,2021-05-17 20:30:21.703380,65,False,3,,1
key_press,1,2021-05-17 20:30:22.029375,323,False,3,,1
key_press,1,2021-05-17 20:30:22.217581,185,False,4,,1
word,1,2021-05-17 20:30:22.220581,1064,True,4,,1
key_press,1,2021-05-17 20:30:22.369374,149,False,4,,1
key_press,1,2021-05-17 20:30:22.474427,102,False,4,,1
key_press,1,2021-05-17 20:30:22.604427,127,False,4,,1
key_press,1,2021-05-17 20:30:22.681384,74,False,4,,1
word,1,2021-05-17 20:30:22.684385,461,True,4,,1
key_press,1,2021-05-17 20:30:22.850293,166,False,4,,1
key_press,1,2021-05-17 20:30:22.951294,98,False,4,,1
key_press,1,2021-05-17 20:30:23.153293,199,False,4,,1
key_press,1,2021-05-17 20:30:23.369400,213,False,4,,1
key_press,1,2021-05-17 20:30:23.564444,191,False,4,,1
key_press,1,2021-05-17 20:30:24.574440,1007,False,4,,2
key_press,1,2021-05-17 20:30:24.577441,0,False,4,,2
key_press,1,2021-05-17 20:30:25.085315,505,False,4,,3
key_press,1,2021-05-17 20:30:25.088316,0,False,4,,3
key_press,1,2021-05-17 20:30:25.116712,25,False,4,,4
key_press,1,2021-05-17 20:30:25.119723,0,False,4,,4
key_press,1,2021-05-17 20:30:25.147308,25,False,4,,5
key_press,1,2021-05-17 20:30:25.150308,0,False,4,,5
key_press,1,2021-05-17 20:30:25.178489,25,False,4,,6
key_press,1,2021-05-17 20:30:25.181491,0,False,4,,6
word,1,2021-05-17 20:30:25.184491,2497,True,4,,6
key_press,1,2021-05-17 20:30:25.210081,26,False,4,,7
key_press,1,2021-05-17 20:30:25.213081,0,False,4,,7
key_press,1,2021-05-17 20:30:25.242205,26,False,4,,8
key_press,1,2021-05-17 20:30:25.244866,0,False,4,,8
key_press,1,2021-05-17 20:30:25.668376,421,False,4,,9
key_press,1,2021-05-17 20:30:25.671377,0,False,4,,9
key_press,1,2021-05-17 20:30:25.873376,199,False,4,,10
key_press,1,2021-05-17 20:30:25.876376,0,False,4,,10
word,1,2021-05-17 20:30:25.879377,692,True,4,,10
key_press,1,2021-05-17 20:30:26.092440,213,False,4,,10
key_press,1,2021-05-17 20:30:26.172442,77,False,4,,10
key_press,1,2021-05-17 20:30:26.277343,102,False,4,,10
word,1,2021-05-17 20:30:26.280344,399,True,4,,10
key_press,1,2021-05-17 20:30:26.424380,144,False,4,,10
key_press,1,2021-05-17 20:30:26.599440,172,False,4,,10
key_press,1,2021-05-17 20:30:26.727376,125,False,4,,10
key_press,1,2021-05-17 20:30:26.862397,132,False,4,,10
word,1,2021-05-17 20:30:26.866398,583,True,4,,10
key_press,1,2021-05-17 20:30:27.002385,136,False,4,,10
key_press,1,2021-05-17 20:30:27.125453,120,False,4,,10
key_press,1,2021-05-17 20:30:27.294466,166,False,4,,10
key_press,1,2021-05-17 20:30:27.846383,549,False,4,,11
key_press,1,2021-05-17 20:30:27.849384,0,False,4,,11
key_press,1,2021-05-17 20:30:28.205598,353,False,4,,11
key_press,1,2021-05-17 20:30:28.445374,237,False,4,,11
key_press,1,2021-05-17 20:30:28.629303,181,False,4,,11
key_press,1,2021-05-17 20:30:28.735394,103,False,4,,11
word,1,2021-05-17 20:30:28.738395,1869,True,4,,11
key_press,1,2021-05-17 20:30:28.827304,89,False,4,,11
key_press,1,2021-05-17 20:30:28.991303,161,False,4,,11
key_press,1,2021-05-17 20:30:29.087307,93,False,4,,11
word,1,2021-05-17 20:30:29.090308,350,True,4,,11
key_press,1,2021-05-17 20:30:29.247337,157,False,4,,11
key_press,1,2021-05-17 20:30:29.378444,127,False,4,,11
key_press,1,2021-05-17 20:30:29.529439,148,False,4,,11
key_press,1,2021-05-17 20:30:29.649440,117,False,4,,11
key_press,1,2021-05-17 20:30:29.848382,196,False,4,,11
key_press,1,2021-05-17 20:30:30.080442,229,False,4,,11
key_press,1,2021-05-17 20:30:30.652374,569,False,5,,11
word,1,2021-05-17 20:30:30.656376,1563,True,5,,11
key_press,1,2021-05-17 20:30:30.831375,175,False,5,,11
key_press,1,2021-05-17 20:30:30.941294,107,False,5,,11
key_press,1,2021-05-17 20:30:31.025379,81,False,5,,11
word,1,2021-05-17 20:30:31.028380,369,True,5,,11
key_press,1,2021-05-17 20:30:31.154799,126,False,5,,11
key_press,1,2021-05-17 20:30:31.223344,66,False,5,,11
key_press,1,2021-05-17 20:30:31.436380,210,False,5,,11
key_press,1,2021-05-17 20:30:31.504399,65,False,5,,11
key_press,1,2021-05-17 20:30:31.625134,119,False,5,,11
key_press,1,2021-05-17 20:30:31.638405,10,False,5,,11
word,1,2021-05-17 20:30:31.641406,610,True,5,,11
key_press,1,2021-05-17 20:30:31.743426,102,False,5,,11
key_press,1,2021-05-17 20:30:31.939375,193,False,5,,11
key_press,1,2021-05-17 20:30:32.007460,65,False,5,,11
word,1,2021-05-17 20:30:32.010461,367,True,5,,11
key_press,1,2021-05-17 20:30:32.151403,141,False,5,,11
key_press,1,2021-05-17 20:30:32.331294,177,False,5,,11
key_press,1,2021-05-17 20:30:32.477309,143,False,5,,11
key_press,1,2021-05-17 20:30:32.794396,314,False,5,,11
key_press,1,2021-05-17 20:30:33.014397,217,False,5,,11
word,1,2021-05-17 20:30:33.017398,1004,True,5,,11
key_press,1,2021-05-17 20:30:33.171439,154,False,5,,11
key_press,1,2021-05-17 20:30:33.302389,128,False,5,,11
key_press,1,2021-05-17 20:30:33.452380,146,False,5,,11
key_press,1,2021-05-17 20:30:33.582458,127,False,5,,11
key_press,1,2021-05-17 20:30:33.713377,128,False,5,,11
key_press,1,2021-05-17 20:30:34.367386,651,False,6,,11
word,1,2021-05-17 20:30:34.370387,1350,True,6,,11
key_press,1,2021-05-17 20:30:34.545392,175,False,6,,11
key_press,1,2021-05-17 20:30:34.731445,183,False,6,,11
key_press,1,2021-05-17 20:30:34.816467,82,False,6,,11
key_press,1,2021-05-17 20:30:34.911384,92,False,6,,11
word,1,2021-05-17 20:30:34.914384,541,True,6,,11
key_press,1,2021-05-17 20:30:35.001426,87,False,6,,11
key_press,1,2021-05-17 20:30:35.076255,72,False,6,,11
key_press,1,2021-05-17 20:30:35.267384,188,False,6,,11
key_press,1,2021-05-17 20:30:35.928446,658,False,6,,11
key_press,1,2021-05-17 20:30:36.150376,219,False,7,,11
word,1,2021-05-17 20:30:36.153377,1237,True,7,,11
key_press,1,2021-05-17 20:30:36.496426,343,False,7,,11
key_press,1,2021-05-17 20:30:36.707443,208,False,7,,11
key_press,1,2021-05-17 20:30:36.833393,123,False,7,,11
word,1,2021-05-17 20:30:36.836393,679,True,7,,11
key_press,1,2021-05-17 20:30:36.946460,110,False,7,,11
key_press,1,2021-05-17 20:30:37.053373,104,False,7,,11
key_press,1,2021-05-17 20:30:37.158300,102,False,7,,11
key_press,1,2021-05-17 20:30:37.238403,77,False,7,,11
word,1,2021-05-17 20:30:37.241404,402,True,7,,11
key_press,1,2021-05-17 20:30:37.446690,205,False,7,,11
key_press,1,2021-05-17 20:30:37.648689,199,False,7,,11
key_press,1,2021-05-17 20:30:37.755361,104,False,7,,11
key_press,1,2021-05-17 20:30:37.926380,168,False,7,,11
key_press,1,2021-05-17 20:30:38.044758,115,False,7,,11
key_press,1,2021-05-17 20:30:38.379292,332,False,8,,11
word,1,2021-05-17 20:30:38.382293,1138,True,8,,11
key_press,1,2021-05-17 20:30:38.640447,258,False,8,,11
key_press,1,2021-05-17 20:30:38.693380,50,False,8,,11
key_press,1,2021-05-17 20:30:38.824440,128,False,8,,11
key_press,1,2021-05-17 20:30:38.922295,95,False,8,,11
key_press,1,2021-05-17 20:30:39.047313,122,False,8,,11
word,1,2021-05-17 20:30:39.050314,665,True,8,,11
key_press,1,2021-05-17 20:30:39.153382,103,False,8,,11
key_press,1,2021-05-17 20:30:39.211426,55,False,8,,11
key_press,1,2021-05-17 20:30:39.456372,242,False,8,,11
key_press,1,2021-05-17 20:30:39.922426,463,False,8,,11
key_press,1,2021-05-17 20:30:40.247378,322,False,9,,11
word,1,2021-05-17 20:30:40.250379,1197,True,9,,11
key_press,1,2021-05-17 20:30:40.364351,114,False,9,,11
key_press,1,2021-05-17 20:30:40.454294,87,False,9,,11
key_press,1,2021-05-17 20:30:40.622212,165,False,9,,11
key_press,1,2021-05-17 20:30:40.823374,198,False,9,,11
key_press,1,2021-05-17 20:30:41.221413,395,False,9,,11
key_press,1,2021-05-17 20:30:41.833437,610,False,10,,11
word,1,2021-05-17 20:30:41.836440,1583,True,10,,11
key_press,1,2021-05-17 20:30:42.239305,403,False,10,,11
key_press,1,2021-05-17 20:30:42.394429,152,False,10,,11
key_press,1,2021-05-17 20:30:42.512862,115,False,10,,11
word,1,2021-05-17 20:30:42.515863,676,True,10,,11
key_press,1,2021-05-17 20:30:42.595345,80,False,10,,11
key_press,1,2021-05-17 20:30:42.712376,114,False,10,,11
key_press,1,2021-05-17 20:30:42.819292,104,False,10,,11
key_press,1,2021-05-17 20:30:42.903377,81,False,10,,11
word,1,2021-05-17 20:30:42.907378,390,True,10,,11
key_press,1,2021-05-17 20:30:43.007408,100,False,10,,11
key_press,1,2021-05-17 20:30:43.109375,99,False,10,,11
key_press,1,2021-05-17 20:30:43.184340,72,False,10,,11
key_press,1,2021-05-17 20:30:43.633297,446,False,10,,11
key_press,1,2021-05-17 20:30:43.804909,168,False,11,,11
